"","NFE","NFE_2","ED0","ED0_2","ED1","ED1_2","ED2","ED2_2","ED6","ED6_2","ED13","ED13_2","N1","N1_2","N3","N3_2","N5","N5_2","N6","N6_2","Adult","Adult_2"
"Bger_15597",45,66,13,82,7,39,45,52,41,38,137,79,16,19,13,28,13,27,27,23,18,6
"Bger_15594",874,910,405,1078,364,1118,1122,1250,767,346,558,527,230,240,260,281,121,270,181,176,212,158
"Bger_15598",382,314,190,374,98,316,121,79,61,19,69,14,24,26,27,32,9,34,23,10,77,36
"Bger_15599",73,26,12,29,6,26,30,24,74,25,137,49,38,24,25,49,17,41,23,24,68,48
"Bger_15593",258,299,102,331,64,293,278,424,165,74,201,114,96,78,65,107,29,111,45,74,66,56
"Bger_15592",226,307,81,349,167,502,548,817,104,80,109,91,99,81,45,54,23,52,42,39,60,43
"Bger_15596",996,763,521,994,235,807,353,360,255,95,357,176,101,90,88,122,42,135,89,84,174,102
"Bger_15591",127,26,15,9,12,6,78,36,117,26,98,42,37,25,28,42,20,25,17,20,24,14
"Bger_26412",0,14,1,9,0,6,0,3,2,1,0,0,1,1,1,0,1,2,0,1,0,1
"Bger_26410",2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0
"Bger_26411",0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_28435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_11530",1531,1103,684,1108,342,859,195,270,178,83,306,119,105,93,91,98,45,78,80,42,57,39
"Bger_11529",5,7,1,6,0,3,1,1,1,0,3,0,0,0,1,0,0,1,0,0,2,0
"Bger_11526",4472,2351,1979,3744,1089,2896,154,455,291,119,447,208,389,291,300,472,133,483,305,187,332,361
"Bger_11528",266,463,110,518,49,371,3,59,20,26,73,63,70,30,76,67,35,41,55,39,55,43
"Bger_11527",332,510,235,593,92,378,14,78,16,26,66,61,62,43,78,61,43,48,49,28,42,58
"Bger_11540",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_11532",16,12,0,0,43,22,305,297,11,28,290,138,171,120,45,62,51,83,48,43,179,166
"Bger_11531",0,0,0,0,3,1,24,48,0,7,18,16,19,13,4,8,7,9,8,7,27,29
"Bger_11534",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Bger_11536",3,1,2,0,2,3,6,3,6,3,9,5,2,4,4,2,0,3,2,1,1,2
"Bger_11537",1,1,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bger_11533",4,5,0,0,4,6,80,69,4,4,51,20,22,12,10,11,5,17,22,7,40,26
"Bger_11535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_11539",944,753,502,1182,202,512,357,457,134,56,147,68,123,78,92,115,41,88,79,75,140,134
"Bger_11538",4,2,1,4,0,2,3,7,1,11,18,20,6,2,3,2,1,6,1,4,3,5
"Bger_11541",4,1,0,0,1,1,6,1,5,1,1,2,0,0,1,0,0,0,0,0,0,0
"Bger_11542",0,0,0,3,2,1,1,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"Bger_11544",295,210,252,497,106,375,34,68,21,14,59,21,14,7,12,16,15,12,19,25,8,13
"Bger_11545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_11543",176,227,125,190,80,111,188,206,55,21,74,46,36,23,28,36,13,21,17,17,32,18
"Bger_11546",2,4,4,2,0,0,0,5,1,0,2,6,4,0,2,1,1,1,0,4,1,1
"Bger_27771",1,0,0,0,0,0,0,1,0,3,2,6,8,3,0,2,1,8,2,3,17,5
"Bger_20531",2141,2278,959,2150,506,1820,38,257,5,2,3,0,1,1,5,9,11,33,33,36,40,33
"Bger_20530",4344,4730,3248,4979,528,1828,10,471,0,9,2,1,2,0,14,16,57,142,96,95,94,102
"Bger_20526",1275,1272,607,1066,83,268,1,103,1,4,1,0,0,3,1,3,2,19,15,20,10,18
"Bger_20527",2557,1887,1612,1881,238,616,0,150,0,3,0,0,0,0,6,9,19,51,37,45,30,26
"Bger_20528",782,888,357,841,61,333,3,86,2,4,0,0,0,0,0,4,12,15,23,14,12,11
"Bger_20529",3118,3577,1201,3420,285,1503,17,293,2,9,0,0,0,0,6,8,33,72,60,57,48,35
"Bger_20532",857,529,809,859,120,283,385,222,348,176,689,305,161,119,254,382,139,403,223,161,438,324
"Bger_20533",210,108,55,97,68,68,344,355,366,314,628,365,700,473,1102,1536,288,432,579,428,159,172
"Bger_28283",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Bger_17729",16,4,1,11,3,13,11,24,27,12,54,29,16,7,10,18,5,11,9,7,10,7
"Bger_17730",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bger_17731",0,1,0,0,0,0,0,1,0,11,14,10,3,1,49,17,13,9,21,23,0,0
"Bger_17732",19,17,0,0,1,1,4,1,16,18,102,75,182,119,98,88,31,61,52,40,97,79
"Bger_17739",287,406,66,358,44,242,475,525,169,120,179,148,127,144,58,61,51,146,70,57,620,481
"Bger_17736",319,258,195,380,42,150,37,54,45,16,53,46,9,8,8,13,4,8,7,15,14,6
"Bger_17733",16,32,12,21,8,12,257,2,21,10,2,3,2,1,1,0,2,0,0,0,2,0
"Bger_17737",1,1,2,8,1,0,4,2,5,2,4,0,1,0,0,0,0,0,0,1,0,0
"Bger_17738",126,150,121,173,11,54,37,48,55,27,149,44,13,10,16,29,14,22,19,23,8,8
"Bger_17735",63,37,22,36,7,8,18,13,30,11,137,65,24,9,23,38,12,33,26,15,33,25
"Bger_17734",0,2,0,5,0,0,1,2,3,1,2,0,0,0,0,1,0,0,0,0,1,1
"Bger_28485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Bger_15661",2,0,0,1,0,0,0,1,1,0,0,1,13,16,56,84,7,20,37,13,4,2
"Bger_15660",3372,2092,2695,4392,459,1388,56,394,102,57,131,66,395,266,254,363,128,534,212,227,354,238
"Bger_15657",98,83,53,133,16,80,8,15,11,4,10,3,11,15,2,4,5,44,13,13,10,6
"Bger_15658",3263,4979,1499,3860,399,1939,17,317,931,746,322,312,83,93,177,159,207,373,379,302,326,241
"Bger_15659",1867,1510,1077,2225,213,818,7,217,51,24,34,21,34,26,15,26,41,95,54,44,87,57
"Bger_15662",341,381,138,308,17,57,25,42,17,13,107,75,157,146,104,142,54,148,101,106,189,132
"Bger_15663",79,40,36,42,6,12,13,12,2,4,38,8,29,48,19,22,6,36,15,22,20,28
"Bger_15664",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bger_15665",99,210,75,304,16,120,0,27,9,8,34,41,16,7,37,36,19,27,28,19,12,17
"Bger_15666",175,194,143,282,25,104,2,17,9,7,63,32,9,9,28,32,18,21,20,17,17,13
"Bger_15670",1,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_15667",1,1,1,1,2,2,3,5,0,0,3,0,0,0,1,0,0,3,1,1,0,0
"Bger_15668",1,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_15669",0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_15673",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_15672",235,304,217,434,165,604,125,195,34,34,116,51,29,13,22,20,29,23,27,21,18,11
"Bger_15674",21,51,16,54,8,76,12,25,5,6,12,4,0,1,2,1,3,2,5,1,2,1
"Bger_15671",221,382,73,340,75,328,127,214,61,72,89,128,48,34,41,57,35,34,36,44,27,34
"Bger_27962",1,0,0,0,0,2,9,5,2,0,5,0,0,2,2,1,1,0,0,2,0,1
"Bger_26159",1163,531,880,1308,461,1410,377,335,694,268,1984,644,507,406,337,565,235,563,374,297,459,422
"Bger_26158",132,226,106,247,27,127,38,69,19,17,66,39,29,13,21,19,25,19,26,26,17,18
"Bger_26157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_21682",1090,1249,549,1487,354,1124,1567,1876,1392,820,1179,1193,462,440,460,707,210,661,358,355,429,294
"Bger_21684",2636,2018,1346,2371,726,2736,162,428,47,38,234,93,48,31,46,42,37,58,59,57,30,34
"Bger_21681",605,893,279,996,234,832,1081,1421,1090,704,814,929,374,364,379,569,170,536,294,283,360,255
"Bger_21685",1,0,0,0,0,1,2,2,1,0,6,1,1,0,0,0,0,1,0,0,0,0
"Bger_21683",206,188,112,208,43,132,208,189,139,48,166,108,44,42,43,71,20,58,28,45,36,19
"Bger_21686",18,3,0,6,11,10,40,61,19,22,43,22,30,15,5,9,8,17,7,8,14,6
"Bger_27842",24,29,46,65,10,32,13,5,15,4,35,12,5,3,6,6,2,9,2,13,1,0
"Bger_27841",15,12,0,0,1,0,2,4,0,2,10,1,0,0,1,2,0,0,3,2,1,4
"Bger_27661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_27660",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Bger_28098",2,9,5,10,6,17,3,4,2,0,0,2,0,1,5,0,1,0,1,2,0,0
"Bger_26750",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Bger_26751",11,2,0,0,5,10,5,14,8,6,17,7,87,65,157,115,311,496,366,296,883,697
"Bger_24294",1,1,0,0,0,0,2,4,5,1,3,0,2,0,1,2,0,3,1,3,1,1
"Bger_24296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_24295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_24297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_24299",2,2,0,5,0,0,0,4,1,2,4,1,1,1,0,0,0,2,0,1,0,0
"Bger_24298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_27493",3,13,2,13,1,6,3,5,2,0,5,2,2,1,1,2,0,0,1,1,0,2
"Bger_28374",0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"Bger_16519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_16520",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bger_16521",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bger_16518",8,7,4,10,0,9,2,2,2,3,26,26,44,8,12,13,1,6,2,1,6,2
"Bger_16517",48,29,24,62,10,7,4,3,11,2,42,15,50,28,13,19,10,11,9,20,5,8
"Bger_16522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_16524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_16525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_16531",0,0,0,0,0,1,1,1,0,0,2,0,1,2,0,1,0,0,0,0,0,0
"Bger_16530",0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0
"Bger_16528",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
"Bger_16533",7,41,0,25,2,9,11,27,106,270,157,232,35,31,908,620,125,162,320,310,53,30
"Bger_16523",5,2,0,13,0,2,0,3,0,2,40,45,16,10,4,8,1,8,3,2,1,0
"Bger_16527",374,607,112,499,41,156,173,289,107,131,230,221,152,82,220,187,130,159,138,183,166,156
"Bger_16526",1308,2081,568,2549,328,2114,36,311,2,6,18,5,3,6,8,8,12,20,16,12,10,7
"Bger_16529",148,188,42,183,10,52,16,26,17,3,87,43,47,20,20,32,6,14,4,11,5,8
"Bger_16532",0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,1,0,0,0,0,0,0
"Bger_27119",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1
"Bger_27120",285,381,123,482,18,107,14,44,41,46,482,244,84,64,56,46,43,61,58,56,35,46
"Bger_28007",30,69,3,47,0,33,0,2,0,1,5,8,10,6,0,0,1,4,2,1,1,1
"Bger_25785",79,51,46,96,19,52,21,12,1157,570,42,14,19,7,14,6,9,17,7,4,7,5
"Bger_25782",168,111,104,210,52,143,12,22,25,19,17,6,8,7,16,9,5,12,4,7,8,4
"Bger_25786",532,856,133,1259,60,610,228,679,246,313,207,447,180,115,126,155,85,183,77,127,166,119
"Bger_25784",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_25783",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_25926",1666,1431,763,1493,364,1172,36,148,0,3,0,0,0,0,5,4,12,31,22,26,22,23
"Bger_25928",243,302,156,345,24,118,14,37,477,132,1,0,0,0,0,0,3,7,5,1,4,1
"Bger_25929",1,3,7,4,10,10,10,14,1,1,2,1,0,0,0,1,0,0,0,0,0,0
"Bger_25927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_25930",1,1,7,2,0,3,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"Bger_27571",178,179,116,197,23,122,1,20,0,0,0,1,5,5,1,4,6,16,8,8,9,5
"Bger_18545",2,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
"Bger_18547",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Bger_18544",228,298,72,227,26,87,65,119,30,27,96,54,51,24,38,44,16,47,30,24,25,26
"Bger_18546",35,104,3,55,1,16,1,8,3,3,16,13,11,4,11,19,2,13,9,16,17,16
"Bger_18548",2,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
"Bger_18549",211,305,140,430,19,124,41,59,65,86,179,93,67,76,210,251,55,107,137,112,23,18
"Bger_18551",1,0,0,0,0,1,5,4,0,0,5,5,0,2,0,2,1,1,0,1,0,0
"Bger_18555",0,0,0,3,0,3,4,3,2,5,10,9,4,0,5,0,3,0,0,0,4,0
"Bger_18552",2,0,0,0,0,0,2,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0
"Bger_18553",4,0,0,0,1,0,12,2,18,12,52,35,6,4,7,5,2,7,2,3,7,0
"Bger_18550",23,16,5,10,2,23,30,35,36,13,51,23,20,60,17,34,9,32,12,10,40,41
"Bger_18554",142,109,89,85,37,64,77,31,47,31,101,51,20,8,44,25,15,11,17,21,29,10
"Bger_27477",1,1,1,2,0,0,0,5,0,1,16,14,2,0,0,1,0,0,1,4,2,2
"Bger_27478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Bger_27712",3,4,0,0,0,1,0,1,0,0,3,1,8,7,2,4,7,11,8,19,18,24
"Bger_27713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_28142",3,5,0,6,0,1,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0
"Bger_28143",0,3,0,7,0,2,0,0,0,0,4,2,2,0,1,4,0,0,1,0,0,0
"Bger_22453",147,113,79,181,5,67,16,37,36,13,64,41,24,23,9,12,2,20,14,14,15,10
"Bger_22456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_22454",113,96,77,162,5,50,1,15,4,1,16,9,6,2,4,2,1,2,6,6,8,1
"Bger_22455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_22459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_22460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_22457",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bger_22462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_22458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_22461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_22463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_27945",1,2,0,3,1,0,1,0,1,3,2,3,0,1,0,0,0,0,0,0,0,0
"Bger_21893",3,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bger_21892",0,0,0,0,1,0,2,2,0,0,0,0,133,86,59,55,47,60,96,165,43,18
"Bger_21894",1,0,0,0,0,0,0,0,14,5,0,0,3,1,0,0,0,0,2,1,3,3
"Bger_21895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_21897",537,840,182,703,24,195,71,136,34,58,182,139,109,75,123,108,65,77,91,61,89,68
"Bger_21898",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Bger_21896",166,304,84,189,12,58,29,43,18,14,52,33,38,23,42,34,24,29,32,34,21,25
"Bger_21900",1,1,0,0,0,2,2,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0
"Bger_21901",13,8,0,1,1,5,10,18,11,7,25,22,4,4,5,8,2,9,3,4,4,1
"Bger_21902",102,88,60,119,21,57,19,24,10,5,9,7,5,3,5,5,0,2,1,3,3,1
"Bger_21899",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
"Bger_19750",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bger_19753",128,172,47,297,27,256,30,73,23,13,35,63,11,4,7,11,4,10,11,9,4,6
"Bger_19751",0,2,0,1,0,1,2,2,6,2,2,1,0,0,1,2,0,0,0,0,0,0
"Bger_19754",149,124,1,2,2,2,8,58,66,264,4288,8033,13582,11928,9832,6586,11466,6885,13266,4719,2710,3198
"Bger_19748",341,205,162,264,25,67,48,53,1349,543,565,252,147,101,155,147,98,151,190,226,117,104
"Bger_19749",455,348,423,533,53,116,32,81,33,15,91,40,46,34,25,37,28,37,49,22,29,26
"Bger_19752",31,28,8,41,5,25,19,18,49,20,108,82,23,18,19,36,13,30,25,13,16,7
"Bger_28362",0,0,0,0,0,3,0,3,2,0,2,2,1,0,0,0,0,0,0,0,1,0
"Bger_27825",0,0,0,0,0,1,1,1,4,6,33,21,9,10,11,10,6,6,5,9,9,8
"Bger_23300",3,2,1,1,0,3,7,9,20,4,12,5,120,144,1,3,4,88,1,7,211,125
"Bger_23298",15,12,7,10,2,7,1,3,2,1,30,9,5,8,6,5,0,1,1,3,2,1
"Bger_23299",108,51,96,100,15,41,26,37,34,26,49,38,16,14,8,17,10,16,16,12,8,7
"Bger_23297",29,16,3,17,5,21,25,27,25,21,59,23,18,6,13,16,9,17,15,11,15,11
"Bger_26675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_26674",1,0,0,0,0,0,0,0,1,0,4,4,19,5,3,15,2,6,5,4,32,9
"Bger_26676",1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_26673",0,0,0,0,0,0,0,1,0,0,0,0,6,2,1,1,2,2,1,2,8,5
"Bger_23988",275,102,26,68,9,26,2,4,102,82,477,252,305,157,209,269,131,280,198,133,111,134
"Bger_23987",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Bger_23990",416,105,11,14,5,2,4,4,307,189,1930,858,628,418,385,722,332,758,479,320,304,253
"Bger_23989",402,155,32,59,10,25,6,19,108,97,326,230,183,115,192,226,114,212,162,129,125,88
"Bger_23991",320,144,0,2,0,3,10,9,46,20,122,30,741,545,33,39,69,201,159,102,253,216
"Bger_02952",180,436,18,535,11,202,136,511,155,151,142,297,76,69,55,67,31,58,42,44,74,67
"Bger_02958",1,2,0,0,2,0,5,2,0,1,72,144,236,184,101,80,148,223,157,133,1046,741
"Bger_02960",15,7,0,1,7,2,47,141,3,17,48,26,1093,1092,211,285,377,826,331,423,1060,1246
"Bger_02965",0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"Bger_02970",66,28,10,21,3,2,1,3,41,45,1603,494,668,386,144,262,67,127,71,49,35,38
"Bger_02969",7,8,0,2,0,2,0,1,8,5,206,71,66,34,15,30,8,16,7,7,1,4
"Bger_02972",0,0,0,0,0,1,0,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"Bger_02959",170,219,60,256,18,75,59,106,64,127,335,286,397,181,246,265,170,252,237,268,310,261
"Bger_02953",274,225,63,166,448,623,2491,2246,603,357,592,429,261,169,276,268,127,235,132,138,151,103
"Bger_02968",269,654,81,648,35,280,106,238,63,88,124,210,140,75,95,90,71,72,119,82,120,92
"Bger_02967",283,654,144,687,78,413,112,367,40,69,52,104,35,37,33,48,26,43,32,27,33,30
"Bger_02948",707,929,417,1134,145,578,291,432,135,137,272,289,176,105,173,143,96,98,129,84,93,87
"Bger_02954",259,706,168,828,112,737,346,691,106,83,150,157,275,153,157,128,76,113,119,71,93,104
"Bger_02951",687,1388,236,1656,84,775,315,887,282,250,320,518,146,115,146,153,64,149,115,119,173,147
"Bger_02963",947,1832,419,1790,263,1495,808,1704,363,504,511,927,447,291,352,364,279,277,295,258,257,181
"Bger_02947",343,864,154,734,90,699,189,416,40,35,54,53,48,34,40,26,50,63,54,51,52,55
"Bger_02956",151,251,78,423,19,173,31,58,22,22,42,60,27,20,13,19,13,22,18,14,28,12
"Bger_02971",41,80,13,80,4,43,8,27,24,6,49,11,25,20,19,17,7,20,9,12,8,6
"Bger_02957",0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_02950",2,7,0,1,1,0,1,2,3,5,76,116,193,100,62,64,58,56,66,51,64,79
"Bger_02949",442,937,34,574,173,1033,3474,12720,2205,2751,5234,9674,1958,1932,1887,2034,1180,1762,1863,1122,1805,1348
"Bger_02966",85,291,59,219,41,167,45,153,16,46,19,33,14,11,12,14,9,16,10,20,7,10
"Bger_02961",325,737,163,590,49,229,104,203,492,322,296,290,347,225,264,265,165,229,183,177,139,163
"Bger_02964",82,225,71,515,98,582,177,402,70,113,120,228,86,78,60,67,36,43,46,50,59,67
"Bger_02955",25,53,18,88,2,29,8,12,3,5,13,15,8,4,3,2,2,6,5,5,10,0
"Bger_02962",217,473,87,364,24,127,51,100,82,97,140,116,88,58,128,150,87,112,122,79,50,52
"Bger_24074",715,517,221,728,132,523,345,351,262,135,373,297,73,89,90,126,35,173,77,76,84,65
"Bger_24075",1550,1273,716,1169,170,657,229,272,568,203,430,207,179,193,204,235,172,578,337,266,967,735
"Bger_22025",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bger_22027",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bger_22029",47,57,2,26,7,37,47,60,130,137,472,204,141,73,306,275,102,237,156,146,281,172
"Bger_22028",47,58,4,30,11,38,34,73,430,411,1460,665,426,285,969,913,307,833,504,517,850,649
"Bger_22026",1,0,0,0,0,0,3,3,1,4,9,4,1,4,1,2,2,5,2,0,1,1
"Bger_27909",1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bger_27910",3,1,0,0,0,0,1,1,3,3,2,0,2,1,5,0,1,2,1,0,3,0
"Bger_27911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_27307",0,2,0,0,0,0,0,0,0,2,2,7,11,3,7,7,1,9,2,4,4,4
"Bger_27306",8,5,2,14,0,1,0,3,2,7,22,14,33,11,13,21,4,22,22,14,36,19
"Bger_18556",4,0,0,1,0,0,1,0,165,61,76,52,3,3,3,4,0,4,1,0,3,1
"Bger_18558",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_18557",899,741,806,1301,133,436,14,109,28,16,35,21,6,2,6,7,13,25,10,23,27,29
"Bger_18559",136,178,70,244,30,179,83,179,31,44,89,95,34,26,38,38,19,18,38,26,9,15
"Bger_18563",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_18561",2,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Bger_18562",602,639,256,552,87,331,480,394,321,124,301,231,133,100,107,120,53,131,95,94,106,83
"Bger_18560",3580,3196,1220,2963,938,2644,870,778,1377,631,1760,679,1068,634,372,540,235,469,296,148,253,216
"Bger_18564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_18566",0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Bger_18565",2,0,0,0,0,1,0,3,2,3,7,1,1,0,0,0,0,1,1,0,0,0
"Bger_18568",1,0,0,0,0,1,0,0,0,1,4,3,0,0,1,0,0,1,0,0,0,0
"Bger_18567",52,8,19,12,10,14,6,6,48,33,93,68,16,8,8,18,5,11,8,10,8,4
"Bger_13797",0,1,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_13793",80,99,30,141,11,21,1,8,42,2,286,112,103,98,35,71,15,64,18,15,25,14
"Bger_13795",169,72,12,13,3,7,13,14,90,39,283,133,76,30,58,113,41,168,66,55,154,147
"Bger_13805",0,0,0,0,0,0,0,1,0,0,5,2,3,0,4,4,2,0,0,1,1,0
"Bger_13800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bger_13802",93,255,28,200,4,78,54,111,106,99,62,61,29,37,45,49,24,53,21,53,48,36
"Bger_13804",10,6,1,7,9,17,24,59,8,10,14,22,6,6,7,7,2,1,6,3,7,4
"Bger_13801",427,561,249,488,65,187,126,167,78,52,195,141,112,70,67,72,33,77,91,69,71,75
"Bger_13794",81,217,28,124,4,47,1,20,27,24,108,89,176,138,114,98,68,99,73,93,68,78
"Bger_13798",486,292,42,109,28,32,500,472,538,775,142,121,90,46,287,228,159,256,264,254,98,73
"Bger_13796",246,148,27,43,5,27,14,10,75,66,201,114,121,101,123,129,99,147,155,97,196,195
"Bger_13803",512,1235,135,984,90,809,216,327,110,112,189,175,93,65,87,67,56,64,75,81,92,83
"Bger_13799",95,138,27,132,6,30,15,40,11,107,34,39,29,14,384,425,225,177,408,225,25,23
"Bger_13811",5,3,0,2,1,4,1,7,6,0,18,12,8,0,11,4,4,1,7,12,2,1
"Bger_13810",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_13806",47,57,21,79,17,38,70,117,22,19,44,47,31,16,21,27,13,18,13,9,9,9
"Bger_13809",2,0,1,1,1,1,0,0,1,0,2,2,2,1,0,0,1,0,0,0,0,1
"Bger_13808",2687,3099,1374,3003,233,933,40,245,91,44,137,80,136,87,63,91,54,110,52,71,94,54
"Bger_13807",881,1274,386,1600,68,413,139,187,135,58,192,85,97,61,149,171,53,112,94,84,75,66
"Bger_13812",1,3,0,2,0,4,0,6,3,0,14,8,6,0,10,3,4,0,5,9,2,1
"Bger_28413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
