"","NFE","NFE_2","ED0","ED0_2","ED1","ED1_2","ED2","ED2_2","ED6","ED6_2","ED13","ED13_2","N1","N1_2","N3","N3_2","N5","N5_2","N6","N6_2","Adult","Adult_2"
"Bger_15531",5,4,0,23,1,20,2,1,2,2,8,6,1,3,0,1,1,3,0,0,14,5
"Bger_15540",454,441,236,447,54,176,125,115,73,38,89,37,66,24,48,47,28,34,36,24,46,34
"Bger_15545",955,1543,406,1485,155,790,253,447,198,138,248,239,131,106,117,139,61,136,118,84,110,99
"Bger_15538",44,29,13,14,17,24,148,100,83,38,217,52,48,24,55,56,13,47,41,23,30,22
"Bger_15534",0,0,0,0,0,3,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
"Bger_15535",1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_15536",0,3,0,0,2,2,1,2,2,1,0,2,1,1,1,2,0,3,3,2,1,0
"Bger_15537",0,2,0,1,1,2,0,3,2,0,1,0,0,0,2,1,0,2,0,1,0,0
"Bger_15543",0,0,0,1,0,0,1,0,0,3,2,1,2,1,0,1,0,1,0,1,0,0
"Bger_15532",81,66,39,105,83,159,318,257,36,18,32,25,38,22,20,26,5,28,9,14,9,10
"Bger_15539",455,461,228,456,55,196,162,183,93,60,157,97,88,53,84,86,49,59,57,39,62,45
"Bger_15533",247,453,137,507,96,474,337,492,110,133,207,205,74,63,79,95,39,67,75,65,61,62
"Bger_15546",270,277,115,280,22,112,18,40,261,283,141,123,217,165,84,83,39,148,77,95,255,227
"Bger_15544",44,88,24,96,2,37,11,16,13,11,47,41,34,13,18,24,8,16,22,10,25,20
"Bger_15541",3,0,0,0,0,0,2,1,5,5,19,9,3,2,3,2,1,1,0,1,1,1
"Bger_15542",53,92,34,124,4,27,22,26,18,8,62,36,57,40,28,36,14,35,46,30,69,42
"Bger_21689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_21690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_21688",43,47,2,18,1,14,0,1,13,10,30,21,21,22,16,19,10,13,6,9,4,5
"Bger_21687",20,3,3,0,0,3,0,0,8,0,24,8,2,5,3,4,1,3,1,1,3,2
"Bger_21691",0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Bger_21692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_21693",5,4,3,2,0,2,19,2,14,2,1,0,0,0,0,0,0,1,1,1,0,0
"Bger_21695",360,349,253,480,84,283,95,154,41,29,99,54,33,20,32,34,18,28,31,23,22,22
"Bger_21694",684,803,267,940,190,804,403,461,136,109,125,114,34,22,39,51,17,51,31,34,56,29
"Bger_28045",18,9,0,5,0,3,6,10,12,7,17,6,5,4,8,10,7,5,2,3,4,1
"Bger_02129",16,6,2,10,1,5,5,7,4,3,10,9,11,6,2,2,0,6,5,5,3,5
"Bger_02131",1532,1396,706,1480,186,768,249,256,725,224,206,114,141,78,61,114,39,122,52,79,98,67
"Bger_02128",0,1,3,1,0,1,4,3,1,0,0,2,0,0,1,0,0,0,0,1,1,0
"Bger_02135",4947,2213,881,1633,264,936,486,312,2734,1261,2379,1098,346,322,537,669,236,581,440,452,460,352
"Bger_02138",1187,985,549,1156,120,472,100,118,523,153,67,46,18,15,23,30,6,26,21,27,31,25
"Bger_02130",1,6,1,5,2,3,4,4,12,4,29,18,79,62,28,44,11,52,22,24,31,28
"Bger_02133",397,519,93,490,58,378,86,151,41,39,30,31,23,19,21,20,8,28,11,14,20,10
"Bger_02136",0,1,2,1,0,2,0,0,19,134,125,173,8,8,4,0,2,7,0,1,3,2
"Bger_02132",147,181,33,171,12,119,30,63,24,8,13,15,3,5,5,0,4,4,1,3,4,4
"Bger_02134",2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Bger_02139",0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_02137",156,181,86,195,23,98,68,87,35,17,42,31,22,13,13,11,11,10,13,6,11,10
"Bger_02140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_02141",9,14,7,11,5,6,0,2,4,1,67,21,54,45,11,13,4,8,9,3,1,2
"Bger_02142",1,1,1,0,0,0,0,0,1,5,68,46,79,48,30,20,9,6,11,9,5,1
"Bger_02143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Bger_02144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_02145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_02146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_02148",73,47,51,105,6,14,1,10,17,0,263,156,159,166,70,79,34,85,64,82,127,52
"Bger_02147",14,17,2,17,0,1,1,4,1,1,2,4,1489,1811,645,188,631,2285,1109,568,7630,6170
"Bger_02149",865,744,557,765,99,217,88,116,64,23,93,43,14,16,22,25,12,36,24,24,27,12
"Bger_02151",193,182,85,227,89,167,349,344,149,54,107,100,45,49,40,64,16,55,27,23,50,33
"Bger_02152",43,23,12,26,2,8,12,15,7,8,9,7,4,4,5,5,0,5,4,3,3,5
"Bger_02150",0,0,0,2,0,1,1,2,3,3,1,2,1,1,2,0,0,0,1,1,5,6
"Bger_02155",3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bger_02154",11197,4757,48,152,22,50,215,78,1291,962,1675,1094,1929,1221,1170,1308,570,1016,1440,1462,1234,997
"Bger_02156",881,803,456,1029,147,473,307,408,291,151,445,300,194,114,179,247,99,168,137,115,125,81
"Bger_02157",9,2,0,3,2,4,5,5,217,85,4,17,7,1,134,216,31,77,73,38,0,0
"Bger_02153",11280,4816,63,221,26,87,226,104,1312,970,1707,1109,1939,1226,1301,1459,573,1137,1474,1532,1240,1005
"Bger_02161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_02160",0,0,0,1,1,0,71,26,10,14,5,8,13,9,82,86,19,38,31,25,2,0
"Bger_02159",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,2,2,4,2,1,0
"Bger_02158",38,16,1,0,3,4,12,40,47,35,100,69,20,15,59,83,15,47,31,26,67,47
"Bger_02163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Bger_02162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_02164",11,4,4,10,10,30,39,29,9,8,22,8,9,4,13,12,5,11,11,9,2,9
"Bger_02165",58,37,44,58,15,49,0,12,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"Bger_02166",17,12,16,27,0,15,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Bger_02168",3,5,4,12,3,6,1,0,3,1,11,17,0,0,1,0,0,3,2,2,0,1
"Bger_02167",18,11,7,11,2,6,30,31,10,6,5,7,7,3,25,28,8,11,7,6,0,4
"Bger_02169",4,2,1,1,0,2,4,10,2,5,21,9,1,5,3,1,1,2,5,3,3,1
"Bger_02172",446,629,166,555,112,469,328,305,215,145,257,240,74,88,91,105,42,84,58,50,85,54
"Bger_02171",10,4,0,0,2,4,16,8,21,3,16,14,7,2,8,3,2,5,4,3,6,7
"Bger_02173",12,9,3,11,28,48,112,104,35,35,28,25,6,1,4,8,3,9,3,2,7,1
"Bger_02170",338,10,0,1,2,2,8,5,287,230,554,383,184,135,450,791,213,487,425,339,356,230
"Bger_02174",1,0,0,1,2,4,7,21,5,10,8,6,2,0,0,1,1,1,2,1,0,0
"Bger_15324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_15326",0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Bger_15325",1584,2112,867,1964,211,1175,37,201,259,171,602,282,121,68,110,159,65,100,156,106,66,64
"Bger_15327",153,107,29,176,33,183,74,216,69,47,288,172,66,46,76,94,45,168,65,118,100,76
"Bger_15335",0,0,0,0,0,0,0,0,665,217,73,41,71,36,16,24,3,6,2,1,1,0
"Bger_15331",389,284,163,538,82,340,226,214,244,130,524,277,183,150,134,216,65,155,115,69,108,76
"Bger_15328",573,244,352,350,60,162,62,73,87,23,366,165,91,65,83,101,44,191,74,123,115,85
"Bger_15334",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
"Bger_15329",0,0,0,0,0,0,0,0,0,0,2,5,2,0,1,3,0,0,0,0,0,2
"Bger_15332",1301,833,861,1934,354,1368,465,400,414,190,843,388,369,258,214,320,107,326,170,131,156,128
"Bger_15333",3,0,0,1,0,0,0,2,6,1,6,6,195,236,23,91,245,873,236,216,1465,610
"Bger_15337",82,153,35,107,55,105,230,225,143,109,181,211,50,28,60,67,29,49,51,51,39,39
"Bger_15338",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bger_15330",119,119,14,98,36,120,203,181,272,103,349,263,126,63,95,97,32,103,59,90,105,85
"Bger_15336",0,0,0,0,0,0,2,1,68,14,3,1,3,3,0,0,0,1,0,0,0,0
"Bger_25015",67,134,29,109,7,50,26,52,22,13,43,43,27,14,23,37,16,20,27,24,17,20
"Bger_25016",1,0,1,1,0,0,4,6,4,0,4,2,0,2,1,4,2,2,0,1,1,1
"Bger_25017",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bger_25018",0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0
"Bger_25020",451,355,404,587,76,200,160,154,26,11,19,10,2,3,3,8,7,16,9,14,9,7
"Bger_25019",67,62,21,57,7,31,47,47,44,29,50,30,18,14,23,32,8,22,16,12,24,14
"Bger_27539",3,3,0,1,0,0,0,2,17,6,21,15,5,3,4,3,2,7,3,11,1,2
"Bger_27538",28,9,15,27,5,21,3,8,31,16,62,22,7,6,12,6,4,13,7,13,1,3
"Bger_28415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_27530",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Bger_27531",96,207,40,168,14,100,3,17,17,16,18,12,10,15,25,18,18,9,14,13,12,14
"Bger_27532",1,2,0,3,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0
"Bger_27500",0,2,0,2,2,2,3,11,4,1,54,22,7,2,6,11,0,12,4,5,13,3
"Bger_27501",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_27525",6,7,4,7,0,2,1,3,19,7,39,22,8,4,4,2,0,3,0,0,0,0
"Bger_28285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_27940",2,2,0,2,0,0,3,0,4,0,5,4,1,3,1,0,0,0,0,0,0,0
"Bger_28420",0,0,0,0,0,0,0,0,0,9,0,0,0,0,20,61,2,20,74,46,0,0
"Bger_16073",42,53,11,75,8,37,35,26,45,28,144,87,16,14,27,37,7,26,31,20,16,11
"Bger_16074",12,11,4,11,0,4,0,1,11,9,99,63,55,38,25,23,9,15,17,15,18,10
"Bger_16075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_16077",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Bger_16076",4,4,0,0,2,2,2,5,1,2,17,1,0,2,0,2,0,3,1,1,3,1
"Bger_16079",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bger_16080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_16078",7,4,0,1,0,0,8,5,8,4,16,6,4,0,1,2,0,3,2,1,1,0
"Bger_16081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Bger_16082",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_16085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_16083",3,1,0,1,1,1,1,6,1,1,8,2,4,0,0,1,0,1,0,1,0,0
"Bger_16093",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bger_16088",3,6,1,1,0,1,0,0,3,2,8,6,0,3,2,4,1,2,4,2,3,5
"Bger_16094",435,655,210,766,63,560,20,68,86,47,141,78,37,27,36,45,26,47,26,30,42,22
"Bger_16087",6,8,2,3,1,1,4,9,7,7,46,10,7,7,9,13,3,5,2,4,2,1
"Bger_16084",440,320,229,398,127,363,132,160,49,32,86,57,23,13,26,20,17,19,17,13,14,12
"Bger_16086",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bger_16091",12,10,0,1,1,1,0,2,1,1,12,7,11,10,10,11,4,11,9,5,24,13
"Bger_16095",53,133,13,124,2,75,57,95,47,26,37,36,8,24,14,16,3,22,8,11,8,9
"Bger_16089",6,5,0,0,0,0,0,0,0,0,1,1,8,13,6,7,5,12,7,6,13,9
"Bger_16092",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bger_16090",6,3,0,0,0,0,1,0,1,0,3,0,13,10,11,9,1,10,8,9,22,12
"Bger_12582",260,214,190,304,24,104,69,51,44,11,55,25,10,9,9,12,2,10,12,14,4,3
"Bger_12594",313,297,94,312,53,174,118,84,170,77,232,150,143,109,81,150,54,144,78,62,94,73
"Bger_12585",137,290,33,381,10,80,99,226,115,104,117,179,44,32,55,40,23,32,36,30,44,26
"Bger_12601",20,33,1,33,4,35,14,50,12,10,7,3,4,8,1,3,2,6,2,3,3,5
"Bger_12584",3,0,2,2,1,0,0,3,3,5,3,0,0,0,0,2,2,0,0,2,3,1
"Bger_12588",220,981,95,881,28,625,22,254,9,13,6,27,37,21,31,14,30,35,52,84,80,108
"Bger_12603",3,2,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,1
"Bger_12595",48,39,32,66,5,21,7,15,12,3,15,4,3,0,0,0,0,5,2,4,4,1
"Bger_12596",744,1946,322,1713,64,726,19,135,39,101,145,157,48,43,122,95,99,124,114,146,159,160
"Bger_12586",497,531,223,417,37,222,11,76,98,31,175,107,240,169,104,151,75,179,139,109,308,257
"Bger_12580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_12590",820,1236,375,1289,205,954,293,359,122,76,103,97,35,10,33,49,28,44,32,36,55,36
"Bger_12587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_12602",154,449,47,338,103,437,229,784,41,88,78,101,130,86,87,51,45,47,53,60,61,54
"Bger_12589",543,663,317,835,73,261,71,179,35,36,91,63,21,20,8,20,11,32,22,18,34,19
"Bger_12592",724,1044,336,623,24,128,1,55,6,3,16,18,97,70,26,40,62,153,77,95,202,160
"Bger_12599",1,0,0,1,0,3,2,1,2,0,5,0,0,0,1,1,0,1,1,2,2,0
"Bger_12598",0,0,0,0,0,2,1,2,1,1,2,2,0,1,0,0,0,2,0,1,1,0
"Bger_12583",5,0,2,2,1,0,3,4,5,10,13,11,5,3,2,9,3,2,1,3,6,3
"Bger_12597",97,91,48,110,16,51,6,22,11,6,37,24,6,2,4,7,5,9,3,5,4,3
"Bger_12593",9,14,1,9,0,3,1,1,1,0,3,0,1,1,0,0,0,0,1,0,0,0
"Bger_12600",6,7,1,0,3,9,23,17,10,9,16,14,5,8,3,7,4,7,1,2,3,3
"Bger_12581",430,295,293,434,71,228,104,114,106,47,169,101,36,17,24,48,16,55,34,30,23,31
"Bger_12591",0,2,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
"Bger_27598",99,116,47,147,12,38,3,7,3,4,5,4,0,1,2,1,0,2,3,4,0,1
"Bger_27599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_25668",378,460,194,514,32,200,1,34,4,1,3,1,5,1,18,9,8,26,14,24,40,17
"Bger_25671",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_25672",1,0,0,0,0,2,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"Bger_25673",7,41,1,31,0,20,1,4,1,2,5,9,1,2,2,1,3,0,1,2,3,0
"Bger_25670",44,142,16,93,5,55,2,11,2,5,18,24,17,10,5,4,4,8,4,7,4,4
"Bger_25669",49,59,10,101,5,43,1,17,0,6,18,25,11,4,0,0,2,2,0,5,1,1
"Bger_05767",3,6,4,7,2,2,0,0,2,2,31,15,47,37,15,24,5,9,5,6,4,2
"Bger_05770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_05769",3880,3786,1449,3871,482,1964,25,317,3911,2376,843,678,3955,3068,2404,2074,587,1709,661,755,415,347
"Bger_05768",34,33,32,30,17,41,2,8,38,23,310,114,52,48,30,43,15,25,18,7,5,6
"Bger_05766",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_05771",10,8,7,11,0,8,0,2,33,32,8,62,0,0,0,0,0,0,0,0,0,0
"Bger_05773",831,539,654,1080,115,313,94,164,46,25,98,47,33,17,24,34,17,41,19,25,25,26
"Bger_05774",167,109,55,69,6,23,6,12,6,3,241,117,146,108,110,175,92,358,171,153,146,107
"Bger_05772",482,386,339,558,141,297,306,350,121,56,252,149,49,40,36,56,20,54,38,27,26,22
"Bger_05775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_05777",34,33,0,0,0,0,0,2,1,3,3,1,6,5,5,5,1,5,7,6,272,289
"Bger_05776",82,21,0,4,1,5,10,11,9,13,33,17,2,7,12,11,8,6,4,4,30,36
"Bger_05782",200,397,13,217,11,98,104,246,194,166,303,245,149,143,135,189,81,162,153,113,164,129
"Bger_05778",1232,765,521,1080,168,559,843,673,742,258,738,335,396,236,251,331,134,309,186,165,340,263
"Bger_05783",2935,2931,2772,4238,854,2481,1465,1895,833,432,1051,768,304,267,325,375,161,344,239,187,285,204
"Bger_05786",393,934,251,1215,57,494,85,239,66,86,66,131,61,31,55,62,43,85,66,51,71,70
"Bger_05787",119,53,24,52,17,34,54,49,100,31,154,119,113,103,43,62,33,147,20,43,60,25
"Bger_05785",11,9,0,6,0,2,3,3,9,2,8,2,30,14,12,13,3,10,6,7,13,15
"Bger_05781",293,477,31,267,22,140,146,281,384,249,403,347,224,195,166,240,98,220,173,141,226,173
"Bger_05784",192,450,36,466,34,332,237,564,105,144,117,258,77,66,65,83,39,49,43,41,61,42
"Bger_05788",64,24,15,16,2,16,16,12,19,9,50,28,35,31,16,22,10,41,8,12,26,13
"Bger_05779",0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"Bger_05780",4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bger_05793",15,23,17,15,6,42,25,28,59,28,41,17,8,11,21,39,15,27,10,12,12,7
"Bger_05789",10,3,0,1,0,0,3,4,33,6,30,26,17,15,9,19,3,32,2,7,10,2
"Bger_05790",3,2,1,0,1,1,3,1,0,0,10,3,1,5,1,1,5,1,1,1,1,1
"Bger_05792",1,0,0,1,1,0,0,1,0,2,3,3,1,2,0,1,1,1,1,1,3,1
"Bger_05791",1,0,0,2,0,0,2,4,0,0,6,0,2,0,3,0,0,1,0,0,0,0
"Bger_25378",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_25377",147,305,55,333,15,91,35,90,20,37,231,295,120,71,105,83,67,65,100,65,86,93
"Bger_25376",55,103,23,92,6,25,10,21,14,21,108,90,54,42,70,44,38,40,27,30,46,31
"Bger_14588",1070,1491,689,1894,265,855,338,835,234,222,720,510,279,142,272,274,180,187,231,166,172,148
"Bger_14584",111,215,39,250,14,191,71,130,30,11,49,43,22,21,14,28,17,16,10,11,11,4
"Bger_14585",811,1514,369,1793,373,1382,1667,2630,1010,701,895,954,627,430,683,845,303,600,550,478,530,349
"Bger_14587",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Bger_14586",339,539,93,505,135,471,518,696,394,334,767,647,210,154,261,198,116,261,178,231,171,146
"Bger_14583",1160,1135,753,1682,276,1116,695,788,522,303,574,478,240,196,180,235,98,248,157,147,211,126
"Bger_14582",426,322,275,342,93,226,205,251,106,51,182,114,70,31,54,54,24,38,41,31,35,35
"Bger_06985",1,1,0,0,0,0,0,3,1,1,3,0,0,0,1,0,0,1,0,0,0,1
"Bger_06986",737,1145,243,1067,189,777,317,398,69,43,134,98,22,26,69,63,14,36,20,27,29,18
"Bger_06999",73,14,12,22,28,27,100,69,115,30,126,68,137,142,36,87,16,99,28,36,138,81
"Bger_06997",675,498,198,599,153,463,244,244,236,64,190,94,109,61,96,148,37,137,86,57,91,85
"Bger_06991",10,12,5,33,4,6,13,18,20,6,75,61,37,27,36,43,18,33,23,24,25,24
"Bger_06989",9,2,1,3,0,0,4,3,4,1,25,26,16,14,12,8,12,13,9,7,15,17
"Bger_07000",8,3,0,1,1,2,12,13,5,2,17,9,3,2,3,3,2,1,3,4,2,2
"Bger_06998",1637,914,466,1046,323,810,960,586,837,191,1003,466,271,194,220,342,102,357,187,157,157,133
"Bger_07001",33,29,31,39,8,21,17,15,20,9,33,29,12,3,16,16,2,8,9,5,6,3
"Bger_06996",289,273,93,263,25,125,215,203,113,73,315,234,102,72,92,110,48,92,53,48,59,43
"Bger_06990",1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
"Bger_07002",334,334,207,425,399,595,2159,1803,383,179,352,240,197,175,116,130,47,95,64,70,76,71
"Bger_06993",463,438,192,514,80,289,53,75,28,15,43,40,19,8,15,24,15,22,21,16,24,26
"Bger_07005",146,90,76,153,30,117,31,33,38,22,67,33,18,14,23,34,13,24,27,17,17,12
"Bger_06994",726,981,309,1251,164,694,89,205,38,25,96,75,32,19,33,47,11,43,35,35,56,24
"Bger_06995",4,1,2,3,0,3,1,2,1,0,4,0,0,2,0,1,0,2,0,1,1,0
"Bger_06992",1,0,0,1,0,0,0,0,0,0,3,3,1,0,3,7,3,0,0,2,2,1
"Bger_06988",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_06987",20,33,12,69,14,18,94,73,49,25,102,51,16,12,13,13,5,11,7,8,3,5
"Bger_07003",2,1,0,0,6,3,9,4,6,32,22,8,53,77,113,290,44,207,125,110,38,31
"Bger_07004",261,187,141,284,52,136,225,123,320,117,405,170,102,101,126,211,80,160,122,82,209,150
"Bger_07007",3,0,0,0,0,0,1,1,13,8,119,65,57,41,55,26,12,21,24,28,29,27
"Bger_07006",451,300,363,582,153,600,85,129,250,100,272,177,106,69,250,321,78,136,168,102,167,152
"Bger_07008",65,39,38,122,32,87,23,19,48,10,40,28,17,11,38,46,11,26,15,14,27,15
"Bger_07011",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0
"Bger_07012",251,165,71,122,11,45,77,108,126,65,247,152,88,63,78,80,31,81,62,56,120,137
"Bger_07009",2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Bger_07014",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_07013",1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0
"Bger_07010",2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Bger_10090",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Bger_10093",5,5,1,1,9,24,25,28,13,8,30,10,9,2,6,5,1,4,2,3,2,1
"Bger_10089",59,94,29,104,4,29,17,38,44,18,41,31,29,8,12,19,10,10,11,11,13,8
"Bger_10098",50,112,10,97,8,13,35,43,12,12,24,14,17,10,13,19,3,12,10,9,6,7
"Bger_10092",788,339,276,506,107,317,459,357,677,228,2348,842,680,521,530,691,304,730,523,401,1031,837
"Bger_10097",1457,1187,689,750,56,143,84,90,142,89,158,97,98,105,83,106,47,117,62,61,203,118
"Bger_10095",823,1435,360,1658,260,1336,541,665,195,222,218,358,39,24,116,167,50,131,81,79,62,35
"Bger_10091",32,63,14,87,3,49,18,60,22,50,127,199,69,50,74,92,50,57,85,84,210,189
"Bger_10094",389,556,178,509,103,413,171,212,54,35,28,64,3,3,32,28,10,30,17,17,14,7
"Bger_10099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
"Bger_10096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_10101",0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,3,0,0
"Bger_10105",209,422,118,372,38,199,46,73,26,32,117,67,37,14,16,16,7,23,19,21,19,18
"Bger_10106",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bger_10107",518,489,199,467,85,257,164,249,252,87,244,149,205,123,91,120,58,182,94,91,201,152
"Bger_10100",177,423,99,479,22,183,21,64,21,78,97,137,466,298,521,517,314,309,645,277,147,151
"Bger_10104",673,1097,310,895,79,427,64,178,31,31,63,52,24,10,15,10,12,13,24,14,29,15
"Bger_10102",2,2,5,9,0,0,0,0,0,6,2,3,8,0,13,26,6,5,11,7,1,2
"Bger_10103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Bger_10108",253,243,75,274,28,159,18,38,42,9,109,56,54,20,54,52,24,122,40,79,63,44
"Bger_28108",3,1,0,0,0,1,0,0,5,1,1,0,0,0,0,3,0,0,1,0,0,0
"Bger_19095",973,885,880,1358,597,1150,2024,1889,919,444,800,653,548,421,364,456,203,444,313,267,329,259
"Bger_19091",270,153,200,303,54,108,28,33,15,4,37,14,32,28,3,10,5,7,7,10,5,5
"Bger_19087",1550,1057,955,1219,164,403,195,186,383,156,463,210,182,121,151,200,66,224,112,106,205,162
"Bger_19089",0,3,0,2,1,8,5,9,31,15,39,18,21,16,16,28,16,25,9,16,30,29
"Bger_19090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Bger_19092",155,112,99,150,33,55,81,108,32,11,36,31,8,7,5,16,4,8,8,8,11,7
"Bger_19094",1,4,1,3,3,0,2,4,11,15,189,409,1009,1524,6,10,25,272,18,32,163,189
"Bger_19096",0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"Bger_19093",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Bger_19088",14,1,0,0,3,4,17,10,10,4,19,12,9,10,9,14,4,11,6,11,31,16
"Bger_08977",605,723,519,1053,149,507,419,545,549,464,719,731,357,278,542,581,255,510,415,392,584,565
"Bger_08979",406,503,402,807,65,286,83,156,76,36,113,53,44,21,62,58,46,64,64,47,47,42
"Bger_08980",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bger_08981",7,5,1,3,3,9,12,16,11,9,18,23,8,5,5,3,2,5,8,1,2,0
